Person ID,Food,Category,Energy_kcal,Quantity_g,Energy_Intake
72,"Carne, bovina, capa de contra-filé, com gordura, grelhada",Carnes e derivados,311.7026666666667,189.3,590.0
73,"Arroz, integral, cozido",Cereais e derivados,123.5348925,101.4,125.2
73,"Porquinho, cru",Número do,93.02456666666666,574.7,534.6
73,"Cacau, cru",Frutas e derivados,74.29148000000004,168.1,124.9
73,"Porco, pernil, cru",Número do,186.05575,157.1,292.4
73,"Jiló, cru",Número do,27.36514347826087,2068.0,565.9
74,"Farinha, de milho, amarela",Número do,350.58693322738014,5.2,18.4
74,"Salmão, filé, com pele, fresco,  grelhado",Número do,228.73177513531843,415.0,949.3
74,"Abóbora, pescoço, crua","Verduras, hortaliças e derivados",24.466267949700352,2013.9,492.7
74,"Cacau, cru",Frutas e derivados,74.29148000000004,610.9,453.9
74,"Taioba, crua",Número do,34.208918333333315,142.3,48.7
75,"Figo, enlatado, em calda",Número do,184.36071739130435,63.3,116.8
75,"Pão, glúten, forma",Número do,252.99403,123.8,313.2
75,"Feijão, jalo, cozido",Leguminosas e derivados,92.73992,363.0,336.7
75,"Lambari, congelado, frito",Número do,326.86839988660813,102.9,336.3
75,"Mandioca, cozida",Número do,125.35825000000004,77.4,97.1
76,"Limão, tahiti, cru",Número do,31.818153430163903,70.3,22.4
76,"Farinha, de mesocarpo de babaçu, crua",Nozes e sementes,328.7714002448336,19.1,62.8
76,"Carne, bovina, charque, cozido",Carnes e derivados,262.7801422621807,378.6,994.9
76,"Carne, bovina, lagarto, cru",Número do,134.86456666666663,465.8,628.2
76,"Alface, crespa, crua","Verduras, hortaliças e derivados",10.68085652173921,989.1,105.6
77,"Frango, peito, com pele, assado",Número do,211.68314953072863,176.4,373.5
77,"Batata, baroa, crua","Verduras, hortaliças e derivados",100.98492318840582,121.0,122.2
77,"Bacalhau, salgado, refogado",Número do,139.66070105353995,382.0,533.5
77,"Frango, coxa, com pele, crua",Número do,161.47473333333332,36.1,58.3
77,"Iogurte, sabor pêssego",Leite e derivados,67.84940000000002,854.3,579.6
78,"Soja, extrato solúvel, natural, fluido",Número do,39.10485527535076,1427.0,558.0
78,"Carne, bovina, capa de contra-filé, com gordura, crua",Carnes e derivados,216.9089666666667,170.3,369.4
78,"Achocolatado, pó",Produtos açucarados,401.02,1.6,6.6
78,"Berinjela, crua",Número do,19.62775362318839,2011.3,394.8
78,"Aveia, flocos, crua",Cereais e derivados,393.82268944927546,66.3,261.2
79,"Pão, de soja",Número do,308.7263233333333,31.6,97.4
79,"Porquinho, cru",Número do,93.02456666666666,93.8,87.2
79,"Guandu, cru",Leguminosas e derivados,344.1336512849927,119.5,411.1
79,"Pintado, grelhado",Número do,152.19008833333334,600.4,913.7
79,"Ameixa, calda, enlatada ",Frutas e derivados,182.84662000000003,86.7,158.5
80,"Frango, inteiro, sem pele, assado",Número do,187.3377966666667,365.1,684.0
80,"Mandioca, farofa, temperada",Número do,405.69394166666666,75.5,306.4
80,"Mexerica, Rio, crua",Número do,36.871350000000064,342.7,126.4
80,"Atum, fresco, cru",Pescados e frutos do mar,117.50099999999998,53.6,63.0
80,"Farinha, de centeio, integral",Número do,335.7776627993265,21.5,72.2
81,"Coxinha de frango, frita",Número do,283.048,94.9,268.7
81,"Batata, doce, cozida","Verduras, hortaliças e derivados",76.75961050343517,545.0,418.3
81,"Carne, bovina, charque, cozido",Carnes e derivados,262.7801422621807,170.5,448.1
81,Creme de Leite,Leite e derivados,221.48354127513312,130.5,289.0
81,"Mandioca, cozida",Número do,125.35825000000004,153.1,191.9
82,"Canjica, com leite integral",Cereais e derivados,112.45677722046528,99.0,111.4
82,"Catalonha, crua",Número do,23.888412257373297,846.2,202.2
82,"Batata, frita, tipo chips, industrializada","Verduras, hortaliças e derivados",542.7346733841896,52.1,282.9
82,"Laranja, da terra, crua",Número do,51.47112863928077,2020.2,1039.8
82,"Lasanha, massa fresca, crua",Número do,220.3056666666667,43.0,94.7
83,"Ervilha, enlatada, drenada",Leguminosas e derivados,73.8447043478261,162.5,120.0
83,"Açúcar, cristal",Produtos açucarados,386.845724,60.9,235.5
83,"Alho, cru","Verduras, hortaliças e derivados",113.12987826086956,95.9,108.5
83,"Lingüiça, frango, grelhada",Número do,243.6585675,535.8,1305.6
83,"Pastel, massa, crua",Número do,310.2025143333333,73.0,226.5
84,"Salmão, sem pele, fresco, grelhado",Número do,242.7065694870949,15.5,37.6
84,"Batata, inglesa, crua","Verduras, hortaliças e derivados",64.3702260869565,330.4,212.7
84,"Frango, sobrecoxa, sem pele, assada",Número do,232.88339666666667,89.2,207.6
84,"Porco, bisteca, frita",Número do,311.1690453348557,274.0,852.5
84,"Fermento, biológico, levedura, tablete",Miscelâneas,89.79486703058885,318.0,285.5
85,"Coxinha de frango, frita",Número do,283.048,97.4,275.6
85,"Croquete, de carne, frito",Número do,346.7420146474044,234.4,812.8
85," Mamão, doce em calda, drenado",Número do,195.62747482178608,87.7,171.5
85,"Pimentão, vermelho, cru",Número do,23.28136376811601,1193.8,277.9
85,"Pintado, cru",Número do,91.08323333333333,110.0,100.2
86,"Lentilha, crua",Número do,339.1412402035533,139.4,472.8
86,Camarão à baiana,Alimentos preparados,100.78304300403596,309.7,312.1
86,"Pimentão, amarelo, cru",Número do,27.92745942028985,167.0,46.6
86,"Cupuaçu, cru",Número do,49.42255877437193,603.8,298.4
86,"Ovo, de galinha, clara, cozida/10minutos",Ovos e derivados,59.43569666666667,959.1,570.0
87,"Farinha, de mandioca, crua",Número do,360.8696985507246,130.7,471.8
87,"Azeitona, preta, conserva",Outros alimentos industrializados,194.1538470209837,216.4,420.1
87,"Cação, posta, crua",Número do,83.33302501956622,279.7,233.1
87,"Queijo, prato",Número do,359.88046240505474,19.4,70.0
87,"Manjuba, com farinha de trigo, frita",Número do,343.55045872306823,229.4,788.0
88,"Porco, rabo, salgado, cru",Número do,377.4152575,13.1,49.3
88,Virado à paulista,Número do,306.94678645131984,190.0,583.0
88,"Farinha, de milho, amarela",Número do,350.58693322738014,295.5,1036.0
88,"Carne, bovina, bucho, cozido",Carnes e derivados,133.02286666666666,35.1,46.7
88,"Carne, bovina, coxão duro, sem gordura, cru",Número do,147.96633333333335,102.0,150.9
89,"Abóbora, cabotian, crua","Verduras, hortaliças e derivados",38.59929420289856,1616.2,623.8
89,"Batata, inglesa, cozida","Verduras, hortaliças e derivados",51.588476636270656,980.1,505.6
89,"Carne, bovina, filé mingnon, sem gordura, grelhado",Número do,219.7026,82.2,180.5
89,"Macarrão, instantâneo",Número do,435.8647805333334,15.7,68.4
89,"Fermento, biológico, levedura, tablete",Miscelâneas,89.79486703058885,351.5,315.6
90,"Porco, pernil, cru",Número do,186.05575,54.1,100.6
90,"Mamão, Formosa, cru",Número do,45.34074782608691,1151.7,522.2
90,"Capuccino, pó",Miscelâneas,417.4066666666667,122.0,509.4
90,"Seleta de legumes, enlatada",Número do,56.53377246376815,665.8,376.4
90,Quindim,Número do,411.3487215708494,95.9,394.4
91,"Linhaça, semente",Nozes e sementes,495.0961138436508,58.4,289.1
91,"Presunto, sem capa de gordura",Número do,93.7432807208697,114.2,107.0
91,"Abobrinha, italiana, refogada","Verduras, hortaliças e derivados",24.42960218765336,562.6,137.4
91,"Porco, lombo, cru",Número do,175.6251952501138,565.2,992.6
91,"Carne, bovina, peito, sem gordura, cru",Número do,259.2756333333333,112.9,292.8
92,"Manga, Palmer, crua",Número do,72.48673809168733,62.9,45.6
92,"Iogurte, natural",Leite e derivados,51.48953333333329,1823.0,938.6
92,"Tapioca, com manteiga",Número do,347.8265562578241,112.3,390.5
92,"Cupuaçu, polpa, congelada",Número do,48.79688999999999,1124.3,548.6
92,"Banana, doce em barra",Frutas e derivados,280.10519255063934,25.2,70.6
93,"Carne, bovina, bucho, cozido",Carnes e derivados,133.02286666666666,5.3,7.1
93,"Frango, asa, com pele, crua",Número do,213.18833333333333,1.2,2.6
93,"Salada, de legumes, com maionese",Alimentos preparados,96.10358839845657,117.9,113.3
93,"Pão, de soja",Número do,308.7263233333333,315.4,973.6
93,Estrogonofe de frango,Alimentos preparados,156.80610301323728,359.3,563.4
94,"Porco, orelha, salgada, crua",Número do,258.49175833333334,130.4,337.0
94,"Agrião, cru","Verduras, hortaliças e derivados",16.578801449275325,1247.1,206.8
94,"Laranja, baía, crua",Número do,45.43811739130433,1643.3,746.7
94,Mortadela,Número do,268.8199890167316,78.9,212.1
94,"Carne, bovina, maminha, crua",Número do,152.76586666666665,151.5,231.5
95,"Feijão, preto, cru",Leguminosas e derivados,323.5657115942029,8.2,26.4
95,"Maracujá, polpa, congelada",Número do,38.75969999999999,1915.5,742.5
95,"Ovo, de codorna, inteiro, cru",Ovos e derivados,176.89389999999997,403.7,714.2
95,"Lasanha, massa fresca, crua",Número do,220.3056666666667,61.8,136.1
95,"Azeitona, verde, conserva",Número do,136.93643000000003,75.1,102.9
96,"Quibe, assado",Número do,136.22887614158785,118.6,161.6
96,Quibebe,Alimentos preparados,86.349230299592,76.0,65.6
96,"Hambúrguer, bovino, cru",Número do,214.836,277.3,595.8
96,"Abóbora, cabotian, cozida","Verduras, hortaliças e derivados",48.04374250000001,776.7,373.2
96,"Batata, inglesa, frita","Verduras, hortaliças e derivados",267.15742250204084,116.4,310.9
97,"Couve-flor, crua",Número do,22.56334927536229,1172.7,264.6
97,"Queijo, parmesão",Leite e derivados,452.9637553333333,190.9,864.6
97,"Batata, doce, crua","Verduras, hortaliças e derivados",118.24137536231882,126.2,149.2
97,"Tremoço, em conserva",Número do,120.64258534487092,433.7,523.2
97,Tacacá,Número do,46.88917715120316,122.3,57.3
98,"Coco, cru",Nozes e sementes,406.4873531078099,114.8,466.5
98,"Lentilha, cozida",Leguminosas e derivados,92.63876625229916,225.3,208.7
98,"Carne, bovina, charque, cozido",Carnes e derivados,262.7801422621807,6.8,17.8
98,"Pé-de-moleque, amendoim",Número do,503.1903658399557,145.6,732.6
98,"Lingüiça, frango, crua",Número do,218.10881416666663,195.5,426.4
99,"Leite, de coco",Número do,166.16030161554647,197.9,328.8
99,"Tangerina, Poncã, crua",Número do,37.83059999999995,1092.9,413.4
99,"Carne, bovina, capa de contra-filé, com gordura, crua",Carnes e derivados,216.9089666666667,40.4,87.7
99,"Achocolatado, pó",Produtos açucarados,401.02,194.2,778.7
99,"Sardinha, frita",Número do,257.0407,74.8,192.3
100,Vaca atolada,Número do,144.89697968479,644.7,934.1
100,"Caju, polpa, congelada",Frutas e derivados,36.568679999999965,197.7,72.3
100,"Banana, da terra, crua",Frutas e derivados,128.02445217391306,105.4,134.9
100,"Jamelão, cru",Número do,41.00970891670385,861.9,353.5
100,"Frango, peito, com pele, cru",Número do,149.46526666666665,172.7,258.1
101,"Frango, peito, com pele, cru",Número do,149.46526666666665,343.9,514.0
101,"Cebolinha, crua",Número do,19.51588550724644,401.3,78.3
101,"Amendoim, torrado, salgado",Leguminosas e derivados,605.7810929170192,125.0,757.2
101,"Pintado, grelhado",Número do,152.19008833333334,94.4,143.6
101,"Couve, manteiga, refogada ",Número do,90.34481542611124,26.4,23.8
102,"Quibe, cru",Número do,109.49066929475464,163.8,179.3
102,"Goiaba, vermelha, com casca, crua",Número do,54.16993043478262,1197.0,648.4
102,"Feijão, roxo, cozido",Leguminosas e derivados,76.89338231790063,36.7,28.2
102,Virado à paulista,Número do,306.94678645131984,94.5,290.1
102,"Mandioca, cozida",Número do,125.35825000000004,454.6,569.9
103,Sarapatel,Alimentos preparados,122.98185821243132,58.7,72.2
103,"Refrigerante, tipo limão",Bebidas (alcoólicas e não alcoólicas),39.71910000000001,715.2,284.1
103,"Carne, bovina, almôndegas, fritas",Carnes e derivados,271.813,256.1,696.1
103,"Coco, cru",Nozes e sementes,406.4873531078099,121.0,491.7
103,"Maçã, Fuji, com casca, crua",Número do,55.51520000000005,336.8,187.0
104,"Banana, maçã, crua",Frutas e derivados,86.80533043478259,813.5,706.2
104,"Nhoque, batata, cozido",Número do,180.7752739934126,147.1,265.8
104,"Pão, de queijo, cru",Número do,294.538,49.1,144.5
104,"Carne, bovina, língua, crua",Número do,215.24976666666663,58.0,124.8
104,"Frango, peito, sem pele, grelhado",Número do,159.18500719261172,171.9,273.7
105,"Chocolate, meio amargo",Número do,474.9177699732738,101.5,482.0
105,"Carne, bovina, cupim, assado",Número do,330.1002908333333,76.5,252.4
105,"Jurubeba, crua",Número do,125.81163499999998,92.7,116.7
105,"Macarrão, instantâneo",Número do,435.8647805333334,199.5,869.7
105,"Porquinho, cru",Número do,93.02456666666666,50.7,47.2
106,"Arroz, integral, cozido",Cereais e derivados,123.5348925,207.1,255.8
106,"Açúcar, mascavo",Número do,368.5548225243887,3.4,12.4
106,"Presunto, com capa de gordura",Número do,127.84921266563737,776.6,992.8
106,"Porco, bisteca, grelhada",Número do,280.0840349027713,45.2,126.7
106,"Cajá, polpa, congelada",Frutas e derivados,26.332269311050556,1398.7,368.3
107,"Inhame, cru",Número do,96.69983188405796,1001.7,968.6
107,"Chá, erva-doce, infusão 5%",Bebidas (alcoólicas e não alcoólicas),1.3970599738756386,32557.5,454.8
107,"Castanha-de-caju, torrada, salgada",Nozes e sementes,570.167626501619,38.4,219.1
107,"Tucupi, com pimenta-de-cheiro",Número do,27.1837984027266,1383.4,376.1
107,"Corvina grande, assada",Número do,146.52814112536112,46.6,68.3
108,"Soja, extrato solúvel, natural, fluido",Número do,39.10485527535076,1081.3,422.8
108,"Goiaba, doce em pasta",Número do,268.9598260869565,253.3,681.4
108,"Queijo, pasteurizado",Leite e derivados,303.07980333333325,62.7,190.1
108,"Feijão, carioca, cru",Leguminosas e derivados,329.0267362318841,61.8,203.2
108,"Abobrinha, italiana, refogada","Verduras, hortaliças e derivados",24.42960218765336,1585.9,387.4
109,"Sardinha, conserva em óleo",Número do,284.9810048712492,242.6,691.4
109,"Leite, de coco",Número do,166.16030161554647,221.4,367.9
109,"Figo, cru",Número do,41.44712608695652,1452.5,602.0
109,"Manga, Tommy Atkins, crua",Número do,50.69218260869563,307.7,156.0
109,"Cuxá, molho",Alimentos preparados,80.09161563650767,105.7,84.6
110,"Queijo, mozarela",Leite e derivados,329.8707184208871,31.1,102.6
110,"Couve-flor, cozida",Número do,19.114140614728186,457.8,87.5
110,"Jabuticaba, crua",Número do,58.05315000000004,117.4,68.2
110,"Carne, bovina, língua, cozida",Número do,314.9016,145.9,459.4
110,"Frango, peito, com pele, cru",Número do,149.46526666666665,714.1,1067.3
111,"Polvilho, doce",Número do,351.2267333333333,25.9,90.9
111,"Inhame, cru",Número do,96.69983188405796,201.7,195.0
111,"Feijão, roxo, cru",Leguminosas e derivados,331.4149774567286,130.4,432.2
111,"Banana, doce em barra",Frutas e derivados,280.10519255063934,32.8,91.9
111,"Carne, bovina, cupim, assado",Número do,330.1002908333333,183.6,606.0
112,"Grão-de-bico, cru",Leguminosas e derivados,354.7028765890996,47.3,167.6
112,"Hambúrguer, bovino, cru",Número do,214.836,303.4,651.7
112,"Caldo de galinha, tablete",Carnes e derivados,251.44566666666665,20.8,52.3
112,"Carne, bovina, seca, cozida",Número do,312.799033691446,279.8,875.2
112,"Bife à cavalo, com contra filé",Alimentos preparados,291.2295092449586,16.5,48.2
113,"Ovo, de galinha, inteiro, frito",Ovos e derivados,240.1872240091165,9.0,21.6
113,"Amendoim, grão, cru",Leguminosas e derivados,544.0526557994334,15.8,86.0
113,Maria mole,Número do,301.2358875369997,150.5,453.2
113,"Carne, bovina, contra-filé, com gordura, cru",Número do,205.8567,497.9,1024.9
113,"Carne, bovina, músculo, sem gordura, cru",Número do,141.581,159.8,226.3
114," Mamão, doce em calda, drenado",Número do,195.62747482178608,0.9,1.8
114,Tabule,Alimentos preparados,57.45347668848058,52.4,30.1
114,"Carne, bovina, patinho, sem gordura, cru",Número do,133.46889999999996,341.3,455.6
114,"Cereais, milho, flocos, sem sal",Cereais e derivados,363.3383166666666,462.2,1679.3
114,"Pão, trigo, forma, integral",Número do,253.1936183333333,49.8,126.2
115,"Porco, pernil, assado",Número do,262.2596066666666,55.7,146.0
115,"Goiaba, doce, cascão",Número do,285.5877924390037,173.1,494.2
115,"Óleo, de soja",Gorduras e óleos,884.0,43.0,380.1
115,"Batata, baroa, cozida","Verduras, hortaliças e derivados",80.11976250000004,432.6,346.6
115,"Frango, sobrecoxa, sem pele, crua",Número do,161.79629999999997,244.2,395.1
116,L,Alimentos preparados,116.9334573110342,189.0,221.0
116,"Frango, peito, sem pele, cozido",Número do,162.87476334631444,145.1,236.4
116,"Batata, inglesa, crua","Verduras, hortaliças e derivados",64.3702260869565,745.5,479.9
116,"Mexerica, Murcote, crua",Número do,57.592778474648775,1025.4,590.5
116,"Fécula, de mandioca",Número do,330.85055833333337,100.4,332.3
117,"Seleta de legumes, enlatada",Número do,56.53377246376815,835.8,472.5
117,"Feijão, fradinho, cozido",Leguminosas e derivados,78.00889666666667,45.7,35.7
117,"Cacau, cru",Frutas e derivados,74.29148000000004,22.1,16.4
117,"Açúcar, cristal",Produtos açucarados,386.845724,322.4,1247.1
117,"Macarrão, trigo, cru, com ovos",Número do,370.5671133333334,5.8,21.3
118,"Geléia, mocotó, natural",Número do,106.08666666666662,266.9,283.1
118,"Margarina, com óleo hidrogenado, sem sal (80% de lipídeos)",Gorduras e óleos,722.525625804901,16.1,116.1
118,"Azeite, de dendê",Gorduras e óleos,884.0,30.2,267.1
118,"Amendoim, torrado, salgado",Leguminosas e derivados,605.7810929170192,84.9,514.6
118,"Nabo, cru",Número do,18.18662463768122,2117.8,385.2
119,"Ovo, de galinha, inteiro, cru",Ovos e derivados,143.11173333333335,145.7,208.5
119,"Salpicão, de frango",Alimentos preparados,147.8645961340268,980.0,1449.0
119,"Tucupi, com pimenta-de-cheiro",Número do,27.1837984027266,182.3,49.6
119,"Pimentão, vermelho, cru",Número do,23.28136376811601,1032.0,240.3
119,"Soja, extrato solúvel, natural, fluido",Número do,39.10485527535076,208.8,81.6
120,"Castanha-do-Brasil, crua",Nozes e sementes,642.9630716810693,61.8,397.6
120,"Ovo, de codorna, inteiro, cru",Ovos e derivados,176.89389999999997,529.8,937.1
120,"Amêndoa, torrada, salgada",Nozes e sementes,580.7469545560705,29.5,171.6
120,"Batata, inglesa, cozida","Verduras, hortaliças e derivados",51.588476636270656,794.6,409.9
120,"Abóbora, pescoço, crua","Verduras, hortaliças e derivados",24.466267949700352,137.7,33.7
121,"Biscoito, doce, recheado com morango",Cereais e derivados,471.1747362318841,166.6,785.2
121,"Porco, rabo, salgado, cru",Número do,377.4152575,58.3,220.2
121,"Jaca, crua",Número do,87.92034999999997,202.0,177.6
121,"Carne, bovina, flanco, sem gordura, cru",Número do,141.46009999999998,342.1,484.0
121,"Hambúrguer, bovino, frito",Número do,258.283,112.7,291.0
122,"Feijão, rajado, cru",Leguminosas e derivados,325.84441116273405,45.1,146.9
122,"Queijo, requeijão, cremoso",Número do,256.57814866666666,147.8,379.2
122,"Abobrinha, italiana, refogada","Verduras, hortaliças e derivados",24.42960218765336,843.4,206.0
122,"Limão, galego, suco",Número do,22.22504347826089,2632.9,585.2
122,"Polvilho, doce",Número do,351.2267333333333,85.6,300.7
123,"Ervilha, em vagem",Leguminosas e derivados,88.09358199977854,1123.2,989.4
123,"Arroz, tipo 1, cru",Cereais e derivados,357.789273115942,59.9,214.3
123,"Carne, bovina, costela, crua",Número do,357.72246666666666,204.6,731.9
123,"Canjica, branca, crua",Cereais e derivados,357.60259,19.6,70.1
123,"Cenoura, cozida",Número do,29.86177771015958,252.2,75.3
124,"Atum, conserva em óleo",Pescados e frutos do mar,165.91056057890256,14.2,23.6
124,"Açaí, polpa, com xarope de guaraná e glucose",Frutas e derivados,110.29759,512.3,565.0
124,"Linhaça, semente",Nozes e sementes,495.0961138436508,46.6,230.5
124,"Banana, prata, crua",Frutas e derivados,98.24970217391306,261.8,257.2
124,"Farinha, de mandioca, crua",Número do,360.8696985507246,122.9,443.7
125,"Inhame, cru",Número do,96.69983188405796,731.8,707.7
125,"Castanha-de-caju, torrada, salgada",Nozes e sementes,570.167626501619,23.8,135.6
125,"Tomate, molho industrializado",Número do,38.446549460490566,1372.6,527.7
125,"Pescada, filé, cru",Número do,107.20556666666666,358.5,384.3
125,"Manga, Tommy Atkins, crua",Número do,50.69218260869563,319.0,161.7
126,"Porco, bisteca, grelhada",Número do,280.0840349027713,134.1,375.6
126,"Iogurte, sabor morango",Leite e derivados,69.56560000000003,1104.3,768.2
126,"Atum, fresco, cru",Pescados e frutos do mar,117.50099999999998,351.5,413.0
126,"Graviola, polpa, congelada",Número do,38.27386999999997,574.7,220.0
126,"Lingüiça, frango, grelhada",Número do,243.6585675,189.3,461.2
127,"Pinha, crua",Número do,88.4735276668668,99.0,87.6
127,"Toucinho, cru",Número do,592.5311749999998,32.4,191.8
127,"Frango, peito, com pele, assado",Número do,211.68314953072863,232.2,491.5
127,"Cereais, milho, flocos, sem sal",Cereais e derivados,363.3383166666666,198.0,719.6
127,"Macarrão, trigo, cru, com ovos",Número do,370.5671133333334,30.1,111.5
128,"Biscoito, doce, recheado com morango",Cereais e derivados,471.1747362318841,11.7,55.2
128,"Laranja, lima, crua",Número do,45.70103878062962,273.2,124.9
128,"Porco, rabo, salgado, cru",Número do,377.4152575,161.3,608.6
128,"Bacalhau, salgado, refogado",Número do,139.66070105353995,379.9,530.5
128,"Carne, bovina, miolo de alcatra, sem gordura, grelhado",Número do,241.36396666666667,152.4,367.8
129,"Tomate, salada",Número do,20.54690916666664,2623.9,539.1
129,"Coco, água de",Bebidas (alcoólicas e não alcoólicas),21.50859424050649,3565.6,766.9
129,Quibebe,Alimentos preparados,86.349230299592,236.2,203.9
129,"Bacalhau, salgado, cru",Número do,135.89296666666664,81.5,110.7
129,"Caldo de carne, tablete",Carnes e derivados,240.6233333333333,82.8,199.3
130,"Pintado, grelhado",Número do,152.19008833333334,280.0,426.2
130,"Jiló, cru",Número do,27.36514347826087,317.1,86.8
130,"Abobrinha, italiana, refogada","Verduras, hortaliças e derivados",24.42960218765336,590.0,144.1
130,"Camarão, Rio Grande, grande, cru",Número do,47.18343670543035,646.8,305.2
130,"Laranja, valência, suco",Número do,36.19635058768591,2035.4,736.8
131,"Carne, bovina, coxão duro, sem gordura, cru",Número do,147.96633333333335,115.3,170.6
131,"Acerola, crua",Frutas e derivados,33.46227000000003,1775.8,594.2
131,"Ameixa, calda, enlatada ",Frutas e derivados,182.84662000000003,13.3,24.3
131,"Merluza, filé, frito",Número do,191.62747837583225,171.7,329.0
131,"Carne, bovina, acém, sem gordura, cru",Carnes e derivados,144.02943333333332,258.2,371.9
132,"Baião de dois, arroz e feijão-de-corda",Alimentos preparados,135.68133333333333,306.7,416.1
132,"Soja, queijo (tofu)",Número do,64.48509407389021,542.9,350.1
132,"Carne, bovina, charque, cru",Carnes e derivados,248.861018107454,358.7,892.7
132,"Refrigerante, tipo guaraná",Bebidas (alcoólicas e não alcoólicas),38.7,145.8,56.4
132,"Camarão, Sete Barbas, sem cabeça, com casca, frito",Número do,231.24615385087333,42.6,98.6
133,"Farinha, de rosca",Número do,370.5780966666666,79.9,296.2
133,"Cenoura, crua",Número do,34.13538840579714,166.9,57.0
133,"Bacalhau, salgado, refogado",Número do,139.66070105353995,45.0,62.9
133,"Pé-de-moleque, amendoim",Número do,503.1903658399557,41.2,207.5
133,"Tomate, salada",Número do,20.54690916666664,4693.5,964.4
134,"Linhaça, semente",Nozes e sementes,495.0961138436508,69.8,345.7
134,"Laranja, da terra, suco",Número do,40.95600731086733,2585.5,1058.9
134,"Pintado, cru",Número do,91.08323333333333,39.6,36.1
134,"Agrião, cru","Verduras, hortaliças e derivados",16.578801449275325,1593.5,264.2
134,Cocada branca,Número do,448.84545242331023,42.3,190.1
135,"Queijo, prato",Número do,359.88046240505474,92.3,332.3
135,"Empada de frango, pré-cozida, assada",Número do,358.1916666666667,30.0,107.5
135,"Atum, fresco, cru",Pescados e frutos do mar,117.50099999999998,97.6,114.6
135,"Frango, asa, com pele, crua",Número do,213.18833333333333,70.3,149.9
135,"Porco, pernil, cru",Número do,186.05575,490.0,911.7
136,"Doce, de leite, cremoso",Número do,306.31013023105874,72.0,220.6
136,"Óleo, de pequi",Gorduras e óleos,884.0,25.0,220.9
136,"Frango, coxa, sem pele, crua",Número do,119.9474666666666,950.7,1140.3
136,"Queijo, petit suisse, morango",Número do,121.105954,290.9,352.3
136,"Melão, cru",Número do,29.369391304347808,598.9,175.9
137,Estrogonofe de carne,Alimentos preparados,173.1413643180132,82.8,143.4
137,"Carne, bovina, almôndegas, cruas",Carnes e derivados,189.2566666666666,127.8,241.8
137,"Farinha, de puba",Número do,360.17977487993244,2.3,8.2
137,Virado à paulista,Número do,306.94678645131984,15.8,48.5
137,"Frango, caipira, inteiro, sem pele, cozido",Número do,195.76029666666665,613.6,1201.2
138,"Carne, bovina, contra-filé, com gordura, grelhado",Número do,278.05356666666665,84.7,235.6
138,"Pão, trigo, sovado",Número do,310.96494,42.3,131.7
138,"Frango, inteiro, sem pele, cru",Número do,129.09640000000002,2.2,2.8
138,"Soja, queijo (tofu)",Número do,64.48509407389021,159.4,102.8
138,"Cereais, mingau, milho, infantil",Cereais e derivados,394.4275217391304,320.2,1263.1
139,"Pão, trigo, francês",Número do,299.8101504347826,13.3,39.9
139,"Repolho, roxo, cru",Número do,30.907502954324087,1067.1,329.8
139,"Lingüiça, frango, crua",Número do,218.10881416666663,321.7,701.7
139,"Laranja, valência, suco",Número do,36.19635058768591,1294.3,468.5
139,"Frango, inteiro, sem pele, cozido",Número do,170.38997583333332,248.3,423.1
140,"Jurubeba, crua",Número do,125.81163499999998,94.7,119.1
140,"Agrião, cru","Verduras, hortaliças e derivados",16.578801449275325,100.8,16.7
140,"Carne, bovina, fígado, grelhado",Número do,225.0264,87.4,196.8
140,"Salpicão, de frango",Alimentos preparados,147.8645961340268,172.0,254.3
140,"Tremoço, em conserva",Número do,120.64258534487092,801.6,967.0
141," Mamão, doce em calda, drenado",Número do,195.62747482178608,299.3,585.6
141,"Inhame, cru",Número do,96.69983188405796,212.2,205.2
141,"Refrigerante, tipo cola",Bebidas (alcoólicas e não alcoólicas),33.514200000000045,2513.4,842.3
141,"Corvina de água doce, crua",Número do,101.00903333333332,65.1,65.7
141,"Soja, farinha",Número do,403.955845810399,36.2,146.1
142,"Carne, bovina, língua, crua",Número do,215.24976666666663,199.8,430.1
142,"Carne, bovina, costela, assada",Número do,373.03886666666665,151.5,565.0
142,"Óleo, de babaçu",Gorduras e óleos,884.0,0.3,2.2
142,"Laranja, baía, suco",Número do,36.64948260869561,1735.9,636.2
142,"Cerveja, pilsen 2",Bebidas (alcoólicas e não alcoólicas),40.72018855062866,1049.9,427.5
143,"Uva, suco concentrado, envasado",Número do,57.65536,677.1,390.4
143,"Aipo, cru","Verduras, hortaliças e derivados",19.09145664497062,537.0,102.5
143,"Cenoura, crua",Número do,34.13538840579714,1011.7,345.4
143,"Laranja, pêra, suco",Número do,32.70975362318838,540.5,176.8
143,"Bife à cavalo, com contra filé",Alimentos preparados,291.2295092449586,159.3,463.9
144,Acarajé,Alimentos preparados,289.21166666666664,4.0,11.4
144,"Pimentão, verde, cru",Número do,21.28588115942029,941.8,200.5
144,"Milho, verde, cru",Número do,138.166565,1078.9,1490.7
144,"Abadejo, filé, congelado, assado",Pescados e frutos do mar,111.6155034511884,9.0,10.0
144,"Quibe, assado",Número do,136.22887614158785,91.3,124.4
145,"Couve, manteiga, crua",Número do,27.05669710144928,1687.0,456.4
145,"Cebola, crua",Número do,39.420046376811584,195.7,77.1
145,"Pão, glúten, forma",Número do,252.99403,199.1,503.6
145,"Alho-poró, cru","Verduras, hortaliças e derivados",31.5079193532467,2371.0,747.1
